make,model,year,selling_price,mileage,availability,fuel,transmission,mpg,description
Mahindra,Xylo D2 BSIV,2013,450000,75000.0,sold,Diesel,Manual,28.5,N/A
Mahindra,Bolero SLX 2WD BSIII,2011,430000,43750.0,in stock,Diesel,Manual,33.5,N/A
Maruti,Ertiga VXI ABS,2013,350000,25000.0,in stock,Petrol,Manual,19.8,N/A
Honda,Brio 1.2 E MT,2017,350000,12500.0,sold,Petrol,Manual,22.8,N/A
Toyota,Etios Liva G,2013,229999,31250.0,sold,Petrol,Manual,28.5,N/A
Maruti,Alto 800 LXI,2013,110000,31250.0,in stock,Petrol,Manual,21.1,N/A
Maruti,Swift Dzire 1.2 Vxi BSIV,2012,395000,30625.0,sold,Petrol,Manual,28.2,N/A
Mahindra,Scorpio VLS AT 2.2 mHAWK,2011,650000,43750.0,in stock,Diesel,Automatic,23.4,N/A
Mahindra,Bolero SLX,2011,350000,56250.0,in stock,Diesel,Manual,30.9,N/A
Mahindra,XUV500 W11 Option AWD,2020,1400000,15625.0,sold,Diesel,Manual,20.5,N/A
Tata,Tiago 1.2 Revotron XZ,2018,360000,2500.0,in stock,Petrol,Manual,21.1,N/A
Mahindra,Marazzo M8 8Str,2018,1300000,6250.0,sold,Diesel,Manual,26.8,N/A
Renault,Duster 110PS Diesel RxL,2015,800000,9375.0,sold,Diesel,Manual,24.4,N/A
Hyundai,EON Magna Plus,2018,229999,18750.0,in stock,Petrol,Manual,20.8,N/A
Maruti,Wagon R VXI,2014,315000,25625.0,sold,Petrol,Manual,24.7,N/A
Chevrolet,Spark 1.0 LT,2012,125000,17500.0,sold,Petrol,Manual,30.4,N/A
Maruti,Baleno Alpha,2019,700000,10000.0,sold,Petrol,Manual,34.7,N/A
Hyundai,EON 1.0 Kappa Magna Plus,2015,160000,43750.0,sold,Petrol,Manual,29.1,N/A
Ford,Figo Aspire 1.2 Ti-VCT Trend,2017,530000,6770.0,sold,Petrol,Manual,15.1,N/A
Ford,Figo Aspire Facelift,2018,624000,9175.625,sold,Diesel,Manual,14.8,N/A
Hyundai,i10 Era,2009,250000,31250.0,sold,Petrol,Manual,30.4,N/A
Mahindra,Bolero SLX,2016,585000,31875.0,sold,Diesel,Manual,17.2,N/A
Hyundai,Verna 1.4 VTVT,2015,500000,15625.0,sold,Petrol,Manual,17.9,N/A
Chevrolet,Sail 1.2 LT ABS,2014,350000,18750.0,sold,Petrol,Manual,28.9,N/A
Honda,City i-DTEC SV,2014,495000,50000.0,sold,Diesel,Manual,22.0,N/A
Hyundai,Grand i10 1.2 Kappa Asta,2017,500000,31250.0,sold,Petrol,Manual,23.7,N/A
Mahindra,Bolero Power Plus Plus AC BSIV PS,2015,430000,125000.0,sold,Diesel,Manual,20.9,N/A
Hyundai,Grand i10 1.2 Kappa Sportz Option,2013,345000,27500.0,sold,Petrol,Manual,29.0,N/A
Maruti,Baleno Sigma 1.2,2015,500000,6250.0,sold,Petrol,Manual,20.0,N/A
Tata,Tiago 1.2 Revotron XZ,2019,425000,12250.0,in stock,Petrol,Manual,30.3,N/A
Maruti,Wagon R LXI,2005,80000,25000.0,sold,Petrol,Manual,17.3,N/A
Chevrolet,Beat Diesel LS,2011,106000,31250.0,sold,Diesel,Manual,33.3,N/A
Maruti,A-Star Vxi,2009,180000,29206.25,sold,Petrol,Manual,18.6,N/A
Datsun,GO A,2015,250000,25000.0,sold,Petrol,Manual,25.1,N/A
Skoda,Yeti Ambition 4WD,2011,350000,50000.0,sold,Diesel,Manual,22.1,N/A
Maruti,Zen LXi BSII,2002,60000,50000.0,sold,Petrol,Manual,24.3,N/A
Hyundai,Verna CRDi 1.6 EX,2018,900000,15000.0,sold,Diesel,Manual,27.3,N/A
Ford,Aspire Titanium Diesel BSIV,2017,700000,13231.25,sold,Diesel,Manual,34.0,N/A
BMW,3 Series 320d Sport,2013,2000000,104514.375,sold,Diesel,Automatic,21.1,N/A
Maruti,Ertiga SHVS ZDI Plus,2017,1000000,25000.0,sold,Diesel,Manual,18.4,N/A
BMW,X1 sDrive 20d Exclusive,2011,1375000,37500.0,sold,Diesel,Automatic,15.4,N/A
Toyota,Innova Crysta 2.4 VX MT,2016,1800000,88400.0,in stock,Diesel,Manual,29.1,N/A
Chevrolet,Tavera Neo 3 10 Seats BSIV,2007,160000,75000.0,in stock,Diesel,Manual,27.8,N/A
Mitsubishi,Outlander 2.4,2012,525000,87500.0,sold,Petrol,Automatic,30.3,N/A
Mahindra,XUV500 W8 2WD,2012,850000,133008.75,in stock,Diesel,Manual,21.6,N/A
Maruti,Baleno Alpha 1.3,2019,800000,18750.0,sold,Diesel,Manual,26.2,N/A
Ford,Figo Aspire 1.5 TDCi Titanium,2017,700000,55396.875,sold,Diesel,Manual,24.8,N/A
Maruti,Swift Dzire VDI,2018,800000,15625.0,sold,Diesel,Manual,21.8,N/A
Hyundai,i20 1.2 Spotz,2017,575000,12500.0,sold,Petrol,Manual,24.7,N/A
Renault,Duster 110PS Diesel RxZ,2012,350000,68750.0,in stock,Diesel,Manual,30.1,N/A
Maruti,Swift Vdi BSIII,2008,250000,75000.0,sold,Diesel,Manual,22.8,N/A
Ford,Endeavour Titanium 4X2,2011,600000,93546.25,sold,Diesel,Manual,28.0,N/A
Mahindra,Scorpio 2.6 Turbo 9 Str,2007,370000,62500.0,sold,Diesel,Manual,19.5,N/A
Maruti,Baleno Vxi,2006,80000,75000.0,in stock,Petrol,Manual,31.4,N/A
Tata,Indica DLX,2003,50000,75000.0,sold,Diesel,Manual,28.2,N/A
Hyundai,Verna CRDi 1.6 EX,2018,900000,15625.0,in stock,Diesel,Manual,26.2,N/A
Maruti,Wagon R VXI BS IV,2014,300000,21875.0,sold,Petrol,Manual,19.9,N/A
Tata,Indica LSI,2002,125000,25000.0,sold,Petrol,Manual,20.9,N/A
Maruti,Swift Dzire VDI,2015,490000,37500.0,in stock,Diesel,Manual,25.4,N/A
Toyota,Etios Liva GD,2012,300000,31250.0,sold,Diesel,Manual,33.3,N/A
Tata,Nano STD,2013,55000,15625.0,sold,Petrol,Manual,24.0,N/A
Hyundai,Grand i10 Sportz,2016,350000,15625.0,sold,Petrol,Manual,29.8,N/A
Hyundai,Grand i10 1.2 CRDi Asta,2019,755000,5000.0,sold,Diesel,Manual,19.9,N/A
Maruti,Ertiga SHVS VDI,2017,720000,37500.0,sold,Diesel,Manual,29.3,N/A
Mahindra,Bolero SLX,2006,229999,125000.0,sold,Diesel,Manual,35.4,N/A
Mahindra,Scorpio S7 140 BSIV,2018,1100000,12500.0,in stock,Diesel,Manual,25.8,N/A
Volkswagen,Polo Petrol Comfortline 1.2L,2013,400000,62500.0,sold,Petrol,Manual,25.2,N/A
Hyundai,Xcent 1.1 CRDi Base,2015,350000,43750.0,sold,Diesel,Manual,22.1,N/A
Chevrolet,Beat Diesel PS,2012,159000,42500.0,sold,Diesel,Manual,23.3,N/A
Maruti,Swift ZXi BSIV,2017,550000,23750.0,sold,Petrol,Manual,31.8,N/A
Maruti,Ritz VDi,2013,335000,50000.0,sold,Diesel,Manual,33.7,N/A
Tata,Indigo CS Emax CNG GLX,2014,185000,45000.0,sold,CNG,Manual,23.8,N/A
Maruti,Eeco 5 STR With AC Plus HTR CNG,2012,229999,46875.0,sold,CNG,Manual,35.4,N/A
Maruti,Estilo LXI,2014,225000,26875.0,in stock,Petrol,Manual,25.0,N/A
Maruti,Swift VXI with ABS,2007,250000,75000.0,in stock,Petrol,Manual,27.7,N/A
Tata,Zest Quadrajet 1.3 XM,2015,400000,62500.0,sold,Diesel,Manual,29.4,N/A
Maruti,Swift VDI BSIV,2014,470000,101875.0,sold,Diesel,Manual,35.5,N/A
Maruti,Alto K10 VXI AGS Optional,2018,300000,15625.0,sold,Petrol,Automatic,21.2,N/A
Maruti,Alto LX,2011,145000,15625.0,sold,Petrol,Manual,34.6,N/A
Maruti,SX4 Vxi BSIII,2007,100000,56250.0,sold,Petrol,Manual,20.2,N/A
Mahindra,Scorpio SLE BSIV,2014,500000,43750.0,sold,Diesel,Manual,18.6,N/A
Hyundai,Santro Xing GLS CNG,2010,130000,61250.0,sold,CNG,Manual,20.8,N/A
Chevrolet,Cruze LTZ,2010,240000,51203.125,in stock,Diesel,Manual,20.5,N/A
Ford,Figo Diesel Celebration Edition,2013,150000,50000.0,sold,Diesel,Manual,26.6,N/A
Renault,KWID RXT Optional,2017,270000,25000.0,in stock,Petrol,Manual,16.5,N/A
Maruti,Swift Dzire VDI,2014,400000,56250.0,sold,Diesel,Manual,23.0,N/A
Hyundai,EON Era Plus,2012,200000,28750.0,sold,Petrol,Manual,23.2,N/A
Mahindra,XUV500 W6 2WD,2012,550000,50000.0,sold,Diesel,Manual,24.4,N/A
Renault,KWID 1.0 RXT Optional,2018,325000,21875.0,sold,Petrol,Manual,14.9,N/A
Skoda,Rapid 1.5 TDI AT Style BSIV,2017,860000,51300.0,sold,Diesel,Automatic,22.3,N/A
Mahindra,XUV500 W8 2WD,2012,600000,125000.0,in stock,Diesel,Manual,30.6,N/A
Chevrolet,Spark 1.0,2009,125000,43750.0,sold,Petrol,Manual,34.6,N/A
Maruti,800 AC,2000,60000,25000.0,sold,Petrol,Manual,26.3,N/A
Chevrolet,Tavera Neo 3 10 Seats BSIV,2010,300000,75000.0,in stock,Diesel,Manual,18.4,N/A
Ford,Fiesta 1.6 ZXi Duratec,2007,190000,37500.0,in stock,Petrol,Manual,24.9,N/A
Maruti,Ertiga VDI,2013,400000,68750.0,sold,Diesel,Manual,25.0,N/A
Tata,Manza Aura Quadrajet BS IV,2011,260000,60625.0,sold,Diesel,Manual,24.9,N/A
Maruti,Swift VVT VXI,2017,400000,18750.0,sold,Petrol,Manual,29.0,N/A
Hyundai,i20 Sportz Petrol,2010,250000,25000.0,sold,Petrol,Manual,28.5,N/A
Hyundai,Grand i10 1.2 Kappa Asta,2019,600000,6250.0,sold,Petrol,Manual,30.7,N/A
Maruti,Zen Estilo VXI BSIV,2010,175000,32529.375,in stock,Petrol,Manual,26.7,N/A
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,125000.0,sold,Diesel,Manual,29.0,N/A
Tata,Tiago 1.2 Revotron XZA,2019,350000,9375.0,sold,Petrol,Automatic,24.2,N/A
Maruti,Vitara Brezza ZDi,2018,800000,31250.0,sold,Diesel,Manual,21.9,N/A
Maruti,Swift VXI BSIII,2011,250000,43750.0,sold,Petrol,Manual,18.2,N/A
Maruti,Swift VXI BSIV,2019,600000,6250.0,sold,Petrol,Manual,29.9,N/A
Maruti,Swift VDI BSIV,2017,600000,56250.0,in stock,Diesel,Manual,34.4,N/A
Maruti,Alto 800 LXI,2016,130000,25000.0,sold,Petrol,Manual,27.7,N/A
Maruti,Wagon R LXI,2006,90000,38755.625,sold,Petrol,Manual,31.2,N/A
Hyundai,i20 Active 1.2 S,2017,595000,20687.5,in stock,Petrol,Manual,29.6,N/A
Hyundai,EON Era Plus,2014,190000,25000.0,sold,Petrol,Manual,20.9,N/A
Hyundai,Santro GLS I - Euro I,1999,50000,75000.0,sold,Petrol,Manual,30.3,N/A
Maruti,Wagon R LXI Minor,2007,95000,50000.0,in stock,Petrol,Manual,30.6,N/A
Tata,Safari Storme VX,2016,1000000,43750.0,in stock,Diesel,Manual,23.7,N/A
Mahindra,Scorpio REV 116,2006,220000,137500.0,sold,Petrol,Manual,14.6,N/A
Mahindra,Bolero SLX,2010,400000,31250.0,in stock,Diesel,Manual,26.1,N/A
Datsun,GO Plus A,2015,315000,28125.0,sold,Petrol,Manual,29.5,N/A
Toyota,Fortuner 4x4 MT,2014,1000000,68750.0,sold,Diesel,Manual,19.0,N/A
Ford,Ecosport 1.5 DV5 MT Titanium,2014,500000,30625.0,in stock,Diesel,Manual,28.9,N/A
Mahindra,XUV500 W11 AT BSIV,2018,1600000,21875.0,sold,Diesel,Automatic,35.3,N/A
Mahindra,Supro VX 8 Str,2017,500000,100000.0,sold,Diesel,Manual,20.4,N/A
Maruti,Alto LX,2007,70000,112500.0,sold,Petrol,Manual,23.9,N/A
Maruti,800 AC,2007,105000,37500.0,sold,Petrol,Manual,21.2,N/A
Ford,Endeavour 2.5L 4X2 MT,2008,400000,68750.0,in stock,Diesel,Manual,24.9,N/A
Maruti,Wagon R LXI,2004,80000,37500.0,in stock,Petrol,Manual,26.6,N/A
Maruti,Alto 800 VXI,2016,300000,18750.0,in stock,Petrol,Manual,19.4,N/A
Mahindra,KUV 100 D75 K2,2017,409999,25000.0,in stock,Diesel,Manual,23.4,N/A
Maruti,Swift Glam,2009,250000,43750.0,in stock,Petrol,Manual,21.4,N/A
Tata,New Safari DICOR 2.2 EX 4x2,2010,250000,75000.0,sold,Diesel,Manual,22.6,N/A
Maruti,Swift Dzire VDI,2012,215000,50000.0,sold,Diesel,Manual,18.5,N/A
Toyota,Fortuner 4x4 MT,2015,1400000,75000.0,sold,Diesel,Manual,20.7,N/A
Honda,Brio 1.2 VX MT,2018,475000,12500.0,sold,Petrol,Manual,22.7,N/A
Honda,Brio 1.2 VX MT,2018,475000,13750.0,sold,Petrol,Manual,21.3,N/A
Chevrolet,Spark 1.0 LS,2008,75000,21875.0,sold,Petrol,Manual,29.3,N/A
Chevrolet,Sail Hatchback LS ABS,2013,200000,75000.0,in stock,Diesel,Manual,27.3,N/A
Tata,Tiago NRG Petrol,2019,575000,5000.0,sold,Petrol,Manual,25.7,N/A
Maruti,Ritz VDi,2011,150000,25000.0,sold,Diesel,Manual,24.7,N/A
Maruti,Vitara Brezza ZDi Plus,2018,850000,6250.0,sold,Diesel,Manual,21.1,N/A
Hyundai,Santro Era,2019,350000,18750.0,in stock,Petrol,Manual,14.9,N/A
Ford,Endeavour 2.5L 4X2 MT,2011,550000,33750.0,sold,Diesel,Manual,30.5,N/A
Hyundai,Verna 1.4 VTVT,2017,330000,50360.625,sold,Petrol,Manual,23.0,N/A
Honda,City i-DTEC V,2017,1044999,15625.0,in stock,Diesel,Manual,19.1,N/A
Hyundai,Verna 1.6 CRDI,2011,300000,79687.5,sold,Diesel,Manual,22.2,N/A
Hyundai,EON D Lite Plus,2015,235000,25564.375,sold,Petrol,Manual,22.8,N/A
Ford,Figo Petrol Titanium,2011,120000,37500.0,sold,Petrol,Manual,30.0,N/A
Maruti,Wagon R VXI,2004,130000,28750.0,in stock,Petrol,Manual,21.2,N/A
Ford,Endeavour 4x4 XLT,2004,275000,13930.0,sold,Diesel,Manual,31.3,N/A
Volkswagen,Jetta 2.0 TDI Trendline,2011,270000,112500.0,in stock,Diesel,Manual,28.0,N/A
Volkswagen,Polo 1.5 TDI Highline,2015,500000,18750.0,sold,Diesel,Manual,23.6,N/A
Hyundai,Grand i10 Sportz,2015,400000,38556.25,in stock,Petrol,Manual,21.5,N/A
Hyundai,i20 Asta 1.2,2015,600000,40302.5,sold,Petrol,Manual,33.1,N/A
Audi,Q5 2.0 TDI,2012,1350000,56250.0,sold,Diesel,Automatic,21.9,N/A
Renault,Duster 85PS Diesel RxE,2013,400000,47485.0,in stock,Diesel,Manual,21.9,N/A
Ford,Figo Diesel Titanium,2011,220000,43750.0,sold,Diesel,Manual,19.2,N/A
Honda,Brio E MT,2012,300000,53726.25,sold,Petrol,Manual,25.7,N/A
Maruti,Omni E MPI STD BS IV,2018,250000,75000.0,in stock,Petrol,Manual,24.2,N/A
Honda,Mobilio V i DTEC,2015,600000,75000.0,sold,Diesel,Manual,19.8,N/A
Honda,Brio S Option AT,2012,285000,46875.0,in stock,Petrol,Automatic,24.8,N/A
Honda,Accord 2.4 MT,2009,350000,35646.875,in stock,Petrol,Manual,27.1,N/A
Mahindra,Bolero SLX,2011,170000,43750.0,sold,Diesel,Manual,33.5,N/A
Ford,Figo 1.2P Ambiente MT,2015,229999,28125.0,sold,Petrol,Manual,24.6,N/A
Mahindra,XUV500 W6 2WD,2013,500000,45065.0,in stock,Diesel,Manual,25.7,N/A
Tata,Nano Lx,2011,75000,9375.0,sold,Petrol,Manual,26.5,N/A
Hyundai,i20 Active 1.2 SX,2016,600000,18750.0,sold,Petrol,Manual,19.2,N/A
Tata,Indigo LS Dicor,2011,220000,50000.0,in stock,Diesel,Manual,24.4,N/A
Tata,Indica Vista Terra 1.4 TDI,2009,150000,102500.0,sold,Diesel,Manual,15.2,N/A
Maruti,Alto LX,2006,65000,77774.375,in stock,Petrol,Manual,22.1,N/A
Maruti,Zen VXI,2006,120000,48125.0,sold,Petrol,Manual,20.8,N/A
Maruti,Swift Dzire VDI,2014,240000,56250.0,in stock,Diesel,Manual,28.8,N/A
Renault,KWID 1.0 RXT Optional,2017,390000,18750.0,in stock,Petrol,Manual,24.2,N/A
Chevrolet,Beat LS,2012,180000,31250.0,sold,Petrol,Manual,29.4,N/A
Maruti,Swift VDI,2012,320000,50000.0,in stock,Diesel,Manual,22.5,N/A
Maruti,Alto 800 LXI,2018,310000,3125.0,sold,Petrol,Manual,20.0,N/A
Maruti,Wagon R AMT VXI,2018,420000,15000.0,sold,Petrol,Automatic,15.1,N/A
Tata,Tiago NRG Petrol,2019,550000,6250.0,sold,Petrol,Manual,15.5,N/A
Maruti,Ertiga SHVS VDI,2016,550000,48750.0,sold,Diesel,Manual,31.2,N/A
Mahindra,TUV 300 T4 Plus,2018,760000,31250.0,sold,Diesel,Manual,23.4,N/A
Maruti,800 AC BSII,2001,43000,62500.0,sold,Petrol,Manual,21.6,N/A
Maruti,Omni MPI STD BSIV,2018,250000,12500.0,sold,Petrol,Manual,24.1,N/A
Hyundai,Santro Magna BSIV,2019,500000,781.25,in stock,Petrol,Manual,29.2,N/A
Tata,Zest Revotron 1.2 XT,2015,380000,10720.0,sold,Petrol,Manual,27.7,N/A
Mahindra,XUV500 W11 Option AT AWD,2019,1850000,3125.0,sold,Diesel,Automatic,27.5,N/A
Volkswagen,Polo Diesel Trendline 1.2L,2012,350000,48125.0,in stock,Diesel,Manual,15.5,N/A
Hyundai,Verna CRDi,2008,195000,56250.0,sold,Diesel,Manual,27.4,N/A
Chevrolet,Beat LS,2011,225000,50000.0,sold,Petrol,Manual,24.1,N/A
Toyota,Innova 2.5 G (Diesel) 7 Seater,2015,1125000,40625.0,sold,Diesel,Manual,19.2,N/A
Tata,Indica Vista Quadrajet LX,2011,133000,50000.0,sold,Diesel,Manual,35.1,N/A
Hyundai,EON Era Plus,2013,200000,15003.125,sold,Petrol,Manual,30.1,N/A
Maruti,Vitara Brezza ZDi Plus,2018,940000,12500.0,in stock,Diesel,Manual,20.3,N/A
Renault,Duster 85PS Diesel RxL,2014,400000,75000.0,sold,Diesel,Manual,18.8,N/A
Hyundai,i10 Era 1.1,2009,120000,75000.0,in stock,Petrol,Manual,15.4,N/A
Maruti,Swift Dzire ZDI,2015,625000,50000.0,sold,Diesel,Manual,21.0,N/A
Maruti,Swift 1.3 VXi,2005,110000,50000.0,in stock,Petrol,Manual,18.1,N/A
Renault,Duster 110PS Diesel RxZ,2012,490000,62500.0,in stock,Diesel,Manual,21.4,N/A
Maruti,Alto LX,2009,140000,75000.0,in stock,Petrol,Manual,21.4,N/A
Ford,Figo Diesel ZXI,2011,175000,93125.0,sold,Diesel,Manual,24.8,N/A
Maruti,Wagon R LXI BSIII,2005,90000,40625.0,sold,Petrol,Manual,27.1,N/A
Maruti,Swift Ldi BSIV,2009,275000,62500.0,sold,Diesel,Manual,20.3,N/A
Volkswagen,Vento Diesel Highline,2011,300000,40625.0,in stock,Diesel,Manual,22.9,N/A
Datsun,GO Plus T Option BSIV,2018,270000,11875.0,sold,Petrol,Manual,26.4,N/A
Chevrolet,Beat LT,2010,130000,50000.0,in stock,Petrol,Manual,19.6,N/A
Maruti,Alto K10 VXI Airbag,2015,275000,18750.0,sold,Petrol,Manual,23.4,N/A
Maruti,Swift VDI,2012,352000,68125.0,sold,Diesel,Manual,21.4,N/A
Hyundai,EON LPG Magna Plus,2012,180000,56250.0,sold,LPG,Manual,32.7,N/A
Maruti,Alto LX,2012,150000,56250.0,in stock,Petrol,Manual,19.1,N/A
Volkswagen,Vento Diesel Highline,2011,300000,40625.0,in stock,Diesel,Manual,22.5,N/A
Maruti,Swift Vdi BSIII,2010,300000,68750.0,sold,Diesel,Manual,25.0,N/A
Mahindra,Bolero DI DX 7 Seater,2007,225000,75000.0,sold,Diesel,Manual,20.0,N/A
Honda,Mobilio V i DTEC,2014,600000,27500.0,in stock,Diesel,Manual,22.3,N/A
Maruti,Ertiga BSIV ZXI,2015,500000,50000.0,sold,Petrol,Manual,21.5,N/A
Honda,BR-V i-VTEC S MT,2018,900000,3125.0,sold,Petrol,Manual,21.9,N/A
Hyundai,i20 Magna 1.2,2016,600000,38125.0,sold,Petrol,Manual,27.8,N/A
Toyota,Etios VD,2011,450000,62500.0,sold,Diesel,Manual,15.9,N/A
Hyundai,i10 Era 1.1,2009,270000,17270.625,in stock,Petrol,Manual,22.8,N/A
Maruti,Swift Vdi BSIII,2010,310000,62500.0,sold,Diesel,Manual,24.1,N/A
Hyundai,Santro Xing GLS Audio LPG,2012,250000,62500.0,sold,LPG,Manual,28.0,N/A
Ford,Figo 1.2P Titanium MT,2019,700000,7866.25,sold,Petrol,Manual,34.0,N/A
Fiat,Avventura Urban Cross 1.3 Multijet Emotion,2018,650000,23801.875,in stock,Diesel,Manual,25.0,N/A
Ford,Figo Diesel ZXI,2012,400000,34580.0,sold,Diesel,Manual,30.2,N/A
Ford,Figo Diesel Titanium,2012,425000,51020.0,sold,Diesel,Manual,16.9,N/A
Ford,Aspire Titanium Diesel BSIV,2016,600000,97000.625,sold,Diesel,Manual,22.9,N/A
Ford,EcoSport 1.5 TDCi Titanium BSIV,2013,600000,58301.875,in stock,Diesel,Manual,26.6,N/A
Maruti,Swift Ldi BSIII,2009,300000,136169.375,in stock,Diesel,Manual,23.8,N/A
Ford,Fiesta Classic 1.4 Duratorq CLXI,2012,450000,56353.125,sold,Diesel,Manual,20.0,N/A
Ford,Ecosport 1.5 DV5 MT Titanium,2014,750000,63440.0,sold,Diesel,Manual,24.8,N/A
Ford,Figo Titanium Diesel BSIV,2010,325000,53760.625,in stock,Diesel,Manual,29.6,N/A
Mahindra,XUV500 W8 2WD,2013,900000,53147.5,sold,Diesel,Manual,35.2,N/A
Ford,Ikon 1.3L Rocam Flair,2006,180000,56928.75,sold,Petrol,Manual,20.3,N/A
Fiat,Punto 1.3 Emotion,2013,350000,100158.75,sold,Diesel,Manual,21.7,N/A
Ford,EcoSport 1.5 TDCi Titanium BSIV,2013,600000,78456.875,sold,Diesel,Manual,23.8,N/A
Honda,WR-V i-DTEC V,2019,900000,37500.0,sold,Diesel,Manual,21.3,N/A
Skoda,Laura L n K 1.9 PD,2006,350000,62500.0,sold,Diesel,Manual,23.8,N/A
Maruti,Ritz LDi,2013,280000,56250.0,in stock,Diesel,Manual,32.1,N/A
Mahindra,Xylo D2,2009,225000,75000.0,sold,Diesel,Manual,25.8,N/A
Honda,City i DTEC S,2014,520000,51250.0,sold,Diesel,Manual,32.2,N/A
Mahindra,Scorpio 1.99 S4,2016,509999,37500.0,sold,Diesel,Manual,32.6,N/A
Maruti,Baleno Alpha 1.2,2019,556000,15000.0,sold,Petrol,Manual,28.1,N/A
Tata,Indigo Grand Dicor,2014,225000,75000.0,in stock,Diesel,Manual,22.4,N/A
Honda,Amaze EX i-Dtech,2013,325000,40625.0,sold,Diesel,Manual,23.9,N/A
Maruti,Swift VDI,2013,365000,40625.0,sold,Diesel,Manual,25.5,N/A
Hyundai,Creta 1.6 CRDi SX Plus,2015,850000,52500.0,sold,Diesel,Manual,19.4,N/A
Toyota,Etios GD SP,2013,350000,46875.0,in stock,Diesel,Manual,27.7,N/A
Maruti,Swift VDI,2007,225000,31250.0,sold,Diesel,Manual,23.6,N/A
Maruti,Alto LX,2011,135000,31250.0,in stock,Petrol,Manual,27.9,N/A
Maruti,Wagon R LXI Minor,2007,140000,30625.0,sold,Petrol,Manual,25.8,N/A
Maruti,SX4 S Cross DDiS 320 Delta,2016,665000,350000.0,sold,Diesel,Manual,32.0,N/A
Renault,KWID RXT,2015,275000,8978.125,sold,Petrol,Manual,22.7,N/A
Toyota,Fortuner 2.8 4WD AT BSIV,2017,2750000,25625.0,sold,Diesel,Automatic,28.8,N/A
Hyundai,Verna 1.6 SX,2013,484999,40625.0,in stock,Diesel,Manual,28.1,N/A
Maruti,Ciaz VDi Option SHVS,2015,565000,40625.0,sold,Diesel,Manual,27.0,N/A
Maruti,Swift Dzire VDI,2013,425000,38176.875,sold,Diesel,Manual,29.3,N/A
Toyota,Innova 2.5 VX (Diesel) 8 Seater,2013,925000,46875.0,sold,Diesel,Manual,23.6,N/A
Mahindra,Scorpio VLX 2WD AIRBAG SE BSIV,2012,565000,45000.0,sold,Diesel,Manual,19.9,N/A
Renault,Duster 110PS Diesel RxL,2014,525000,40625.0,sold,Diesel,Manual,25.5,N/A
Hyundai,Tucson 2.0 e-VGT 2WD MT,2017,1650000,34375.0,in stock,Diesel,Manual,26.1,N/A
Hyundai,EON Era Plus,2015,295000,13125.0,sold,Petrol,Manual,24.0,N/A
Jaguar,XF 5.0 Litre V8 Petrol,2012,2050000,41476.875,sold,Petrol,Automatic,18.9,N/A
Hyundai,Creta 1.6 VTVT AT SX Plus,2018,1475000,7312.5,sold,Petrol,Automatic,18.6,N/A
Hyundai,Verna VTVT 1.6 AT SX Option,2017,1100000,6250.0,in stock,Petrol,Automatic,25.4,N/A
Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,2014,4400000,62500.0,sold,Diesel,Automatic,34.3,N/A
Maruti,Swift ZXI BSIV,2016,670000,4440.0,sold,Petrol,Manual,26.8,N/A
Maruti,S-Cross Zeta DDiS 200 SH,2015,750000,28733.75,in stock,Diesel,Manual,21.7,N/A
Hyundai,Verna 1.6 VTVT SX,2015,760000,34587.5,sold,Petrol,Manual,29.7,N/A
Volkswagen,Polo GTI,2017,850000,12500.0,sold,Petrol,Automatic,35.3,N/A
Renault,Pulse RxL,2015,390000,38490.625,in stock,Diesel,Manual,23.4,N/A
Maruti,Celerio VXI AMT BSIV,2016,450000,24634.375,sold,Petrol,Automatic,33.5,N/A
Honda,Brio V MT,2014,425000,18533.75,in stock,Petrol,Manual,25.1,N/A
Maruti,Baleno Alpha 1.3,2016,770000,40420.0,sold,Diesel,Manual,35.1,N/A
Hyundai,Creta 1.6 SX Automatic Diesel,2015,1150000,34146.25,sold,Diesel,Automatic,35.3,N/A
Honda,City i VTEC V,2015,775000,41575.625,in stock,Petrol,Manual,26.9,N/A
Toyota,Innova Crysta 2.4 GX AT,2018,1725000,14983.75,in stock,Diesel,Automatic,31.3,N/A
BMW,3 Series 320d Luxury Line,2016,2150000,26875.0,sold,Diesel,Automatic,27.1,N/A
Renault,Duster 85PS Diesel RxL,2013,450000,625.0,in stock,Diesel,Manual,17.9,N/A
Mercedes-Benz,C-Class Progressive C 220d,2018,3800000,6250.0,sold,Diesel,Automatic,30.0,N/A
Audi,A4 3.0 TDI Quattro,2013,1580000,53750.0,sold,Diesel,Automatic,22.7,N/A
BMW,X5 xDrive 30d xLine,2019,4950000,18750.0,in stock,Diesel,Automatic,16.5,N/A
Hyundai,Creta 1.6 CRDi SX,2016,535000,32875.0,sold,Diesel,Manual,17.4,N/A
Maruti,SX4 Vxi BSIV,2012,225000,68750.0,in stock,Petrol,Manual,29.2,N/A
Hyundai,Grand i10 1.2 Kappa Magna AT,2017,550000,12431.25,sold,Petrol,Automatic,15.3,N/A
Maruti,Swift ZXI BSIV,2016,670000,4440.0,sold,Petrol,Manual,21.2,N/A
Maruti,Ertiga VXI,2015,625000,7448.75,sold,Petrol,Manual,23.1,N/A
Hyundai,Grand i10 Magna AT,2017,520000,6568.75,sold,Petrol,Automatic,17.2,N/A
